"","account_id","acct_creation_date","statement_frequency","account_district","num_customers","credit_cards","loan_date","loan_amount","loan_payment","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","max_balance","min_balance","credit_bank_transfer_other_txn_ct","credit_bank_transfer_other_txn_tot","credit_bank_transfer_other_avg_txn","credit_cash_other_txn_ct","credit_cash_other_txn_tot","credit_cash_other_avg_txn","credit_other_interest_credit_txn_ct","credit_other_interest_credit_txn_tot","credit_other_interest_credit_avg_txn","debit_bank_transfer_household_payment_txn_ct","debit_bank_transfer_household_payment_txn_tot","debit_bank_transfer_household_payment_avg_txn","debit_cash_statement_charge_txn_ct","debit_cash_statement_charge_txn_tot","debit_cash_statement_charge_avg_txn","debit_cash_other_txn_ct","debit_cash_other_txn_tot","debit_cash_other_avg_txn","debit_bank_transfer_loan_payment_txn_ct","debit_bank_transfer_loan_payment_txn_tot","debit_bank_transfer_loan_payment_avg_txn","debit_bank_transfer_insurance_payment_txn_ct","debit_bank_transfer_insurance_payment_txn_tot","debit_bank_transfer_insurance_payment_avg_txn","debit_bank_transfer_other_txn_ct","debit_bank_transfer_other_txn_tot","debit_bank_transfer_other_avg_txn","credit_bank_transfer_pension_benefit_txn_ct","credit_bank_transfer_pension_benefit_txn_tot","credit_bank_transfer_pension_benefit_avg_txn","debit_credit_card_other_txn_ct","debit_credit_card_other_txn_tot","debit_credit_card_other_avg_txn","debit_cash_household_payment_txn_ct","debit_cash_household_payment_txn_tot","debit_cash_household_payment_avg_txn","debit_cash_negative_balance_charge_txn_ct","debit_cash_negative_balance_charge_txn_tot","debit_cash_negative_balance_charge_avg_txn","debit_cash_insurance_payment_txn_ct","debit_cash_insurance_payment_txn_tot","debit_cash_insurance_payment_avg_txn","pmt_order_ct","pmt_order_avg_amt","owner_client_id","gender","birth_date","owner_district"
"4238",5602,"1996-07-10","after every transaction","Prachatice",1,NA,"1997-12-28",177504,3698,48,"current",FALSE,61800,100,144178,14855,0,0,0,47,1039190,22110.4255319149,30,5627,187.566666666667,0,0,0,28,2800,100,63,924387,14672.8095238095,12,44376,3698,0,0,0,0,0,0,0,0,0,1,3700,3700,0,0,0,0,0,0,0,0,0,1,3697.8,6764,"M","1944-04-12","Prachatice"
"4239",5650,"1995-01-08","after every transaction","Praha - vychod",1,NA,"1995-07-10",98592,4108,24,"expired",FALSE,24933,100,78714,900,48,1281800,26704.1666666667,13,41100,3161.53846153846,48,9072,189,43,452790,10530,43,4300,100,108,733505,6791.71296296296,24,98592,4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7319.15,6829,"F","1963-12-24","Praha - vychod"
"4240",5724,"1995-04-19","after every transaction","Ceske Budejovice",1,NA,"1997-01-08",232560,4845,48,"current",FALSE,29100,100,79287,200,44,1395360,31712.7272727273,4,15600,3900,44,7366,167.409090909091,39,104988,2692,39,3900,100,106,1050423,9909.65094339623,24,116280,4845,39,10959,281,78,69459,890.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1919.8,6922,"F","1939-04-27","Ceske Budejovice"
"4242",5742,"1995-07-05","after every transaction","Ostrava - mesto",1,NA,"1995-12-16",232560,4845,48,"current",FALSE,64200,100,139370,600,0,0,0,61,1234561,20238.7049180328,42,7954,189.380952380952,0,0,0,39,3900,100,65,1038036,15969.7846153846,36,174420,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4845,6946,"F","1970-01-29","Ostrava - mesto"
"4244",6400,"1995-10-09","after every transaction","Tachov",1,NA,"1996-02-12",72408,3017,24,"expired",TRUE,32700,1,107989,-2334,0,0,0,54,1027044,19019.3333333333,39,6398,164.051282051282,28,204960,7320,28,2800,100,59,539334,9141.25423728814,18,54306,3017,29,214484,7396,29,4147,143,0,0,0,0,0,0,0,0,0,3,23,7.66666666666667,0,0,0,4,4468.925,7727,"F","1958-06-13","Tachov"
"4245",7052,"1997-07-17","after every transaction","Brno - venkov",1,NA,"1997-11-09",63972,1777,36,"current",TRUE,21558,5,48470,-1692,17,197210,11600.5882352941,14,98700,7050,17,1503,88.4117647058823,0,0,0,12,1200,100,30,244086,8136.2,12,21324,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,5,0,0,0,1,1776.7,8510,"M","1947-05-24","Brno - venkov"
"4246",7123,"1993-04-14","after every transaction","Zlin",1,NA,"1993-12-09",47016,3918,12,"expired",FALSE,58900,100,157371,200,0,0,0,122,3189134,26140.4426229508,69,11879,172.159420289855,52,758212,14581,64,6400,100,151,2314181,15325.701986755,12,47016,3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9249.6,NA,"","",""
"4247",7181,"1996-07-02","after every transaction","Vsetin",1,NA,"1998-05-17",49872,4156,12,"current",FALSE,58900,16,148302,600,0,0,0,53,1020418,19253.1698113208,30,6750,225,28,140840,5030,28,2800,100,66,744194,11275.6666666667,7,29099,4157,28,448,16,56,26180,467.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2027.5,8667,"F","1967-02-12","Vsetin"
"4249",8073,"1993-09-03","after every transaction","Karlovy Vary",1,NA,"1994-02-17",49320,4110,12,"expired",TRUE,64100,4,135607,-3068,0,0,0,120,2628789,21906.575,64,11313,176.765625,62,43090,695,63,6300,100,151,1772927,11741.238410596,11,45210,4110,0,0,0,59,682453,11567,0,0,0,0,0,0,0,0,0,3,50,16.6666666666667,0,0,0,3,5457.33333333333,9973,"F","1945-10-03","Karlovy Vary"
"4252",8558,"1994-02-27","after every transaction","Hl.m. Praha",1,NA,"1994-06-14",288360,4806,60,"current",FALSE,63800,100,142146,800,0,0,0,55,1017054,18491.8909090909,114,13016,114.175438596491,0,0,0,54,5400,100,60,737160,12286,54,259578,4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4806.5,10555,"M","1935-12-15","Hl.m. Praha"
"4255",9052,"1995-08-30","after every transaction","Hradec Kralove",1,NA,"1997-02-26",71976,2999,24,"current",TRUE,59900,5,196107,-8245,0,0,0,58,1582075,27277.1551724138,78,11695,149.935897435897,0,0,0,36,3600,100,70,1049227,14988.9571428571,21,62979,2999,0,0,0,0,0,0,0,0,0,0,0,0,34,450100,13238.2352941176,6,97,16.1666666666667,0,0,0,1,2999.3,11149,"M","1965-07-14","Hradec Kralove"
"4256",9627,"1994-07-22","after every transaction","Znojmo",1,NA,"1995-11-22",244368,5091,48,"current",FALSE,70200,100,180290,200,0,0,0,98,2379327,24278.8469387755,53,11766,222,0,0,0,52,5200,100,120,2120478,17670.65,37,188367,5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5091.3,11851,"M","1970-04-02","Znojmo"
"4257",9731,"1994-12-01","after every transaction","Brno - mesto",2,NA,"1995-11-22",113796,3161,36,"expired",FALSE,22310,100,58022,500,49,1014574,20705.5918367347,5,5000,1000,49,5688,116.081632653061,45,223515,4967,44,4400,100,73,605317,8292.01369863014,36,113796,3161,0,0,0,45,59400,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3149.23333333333,11978,"M","1971-10-09","Brno - mesto"
"4259",10411,"1995-11-23","after every transaction","Most",1,NA,"1996-12-11",123408,5142,24,"expired",FALSE,55600,100,150941,700,0,0,0,63,1220755,19377.0634920635,37,8424,227.675675675676,30,90600,3020,30,3000,100,32,539504,16859.5,24,123408,5142,30,69690,2323,60,286170,4769.5,0,0,0,16,54800,3425,0,0,0,0,0,0,0,0,0,5,4004.8,12810,"M","1964-10-14","Most"
"4260",10520,"1995-10-24","after every transaction","Brno - venkov",1,NA,"1996-12-05",417600,6960,60,"current",FALSE,60800,100,209637,200,0,0,0,46,1172683,25493.1086956522,38,8909,234.447368421053,0,0,0,25,2500,100,44,893854,20314.8636363636,25,174000,6960,0,0,0,0,0,0,0,0,0,24,83000,3458.33333333333,0,0,0,0,0,0,0,0,0,1,6959.8,12943,"M","1970-10-12","Brno - venkov"
"4263",38,"1997-08-08","weekly","Prachatice",1,1,"1998-04-19",110736,2307,48,"current",FALSE,16800,30,55991,13841,17,256060,15062.3529411765,14,49700,3550,17,2506,147.411764705882,12,82812,6901,12,360,30,25,156319,6252.76,8,18456,2307,12,2736,228,13,3003,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2416.7,46,"F","1940-01-30","Prachatice"
"4270",176,"1996-08-12","weekly","Novy Jicin",1,1,"1997-04-10",27456,2288,12,"expired",FALSE,61900,30,126553,800,0,0,0,53,1475516,27839.9245283019,29,5758,198.551724137931,26,118664,4564,26,780,30,76,1259087,16566.9342105263,12,27456,2288,26,2522,97,26,936,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1746.325,215,"M","1967-09-24","Novy Jicin"
"4278",319,"1995-10-17","weekly","Pardubice",1,1,"1997-07-11",369000,6150,60,"current",FALSE,63700,30,176869,700,0,0,0,74,1713632,23157.1891891892,38,9032,237.684210526316,36,38052,1057,36,1080,30,102,1400034,13725.8235294118,18,110700,6150,36,14976,416,36,79056,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2454.625,389,"F","1974-06-30","Pardubice"
"4279",339,"1996-09-11","weekly","Nachod",2,2,"1997-12-25",468060,7801,60,"current",FALSE,55400,30,141114,400,28,1427611,50986.1071428571,2,4000,2000,28,8386,299.5,23,94001,4087,23,690,30,75,1146601,15288.0133333333,12,93612,7801,0,0,0,23,1104,48,0,0,0,2,6000,3000,0,0,0,0,0,0,0,0,0,3,3978.73333333333,414,"F","1947-10-19","Nachod"
"4293",785,"1997-08-09","weekly","Tabor",1,1,"1998-02-12",156096,4336,36,"current",FALSE,40200,30,93801,700,17,481276,28310.3529411765,6,10200,1700,17,3367,198.058823529412,12,88740,7395,12,360,30,33,312401,9466.69696969697,11,47696,4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5865.4,939,"M","1952-08-03","Tabor"
"4304",1071,"1993-05-10","weekly","Frydek - Mistek",1,NA,"1994-01-20",253200,4220,60,"current",FALSE,62600,30,133188,800,0,0,0,85,1880128,22119.1529411765,68,12797,188.191176470588,0,0,0,64,1920,30,117,1614414,13798.4102564103,59,248980,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4219.5,NA,"","",""
"4305",1106,"1993-08-29","weekly","Strakonice",1,NA,"1994-11-12",192552,8023,24,"expired",TRUE,56100,4,153689,-10979,0,0,0,85,1764288,20756.3294117647,62,8637,139.306451612903,0,0,0,55,1650,30,145,1609607,11100.7379310345,20,160460,8023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,290,24.1666666666667,0,0,0,1,8022.8,1327,"F","1963-12-31","Strakonice"
"4312",1252,"1995-07-26","weekly","Rakovnik",1,NA,"1997-04-01",148140,4115,36,"current",FALSE,25800,30,86290,1000,41,1098616,26795.512195122,5,6000,1200,41,6840,166.829268292683,0,0,0,36,1080,30,96,961354,10014.1041666667,21,86415,4115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4114.7,1511,"F","1962-03-06","Rakovnik"
"4324",1480,"1996-07-03","weekly","Usti nad Labem",1,NA,"1998-01-19",123300,3425,36,"current",FALSE,59600,30,132025,800,0,0,0,42,1051456,25034.6666666667,26,5117,196.807692307692,0,0,0,21,630,30,58,977190,16848.1034482759,11,37675,3425,0,0,0,0,0,0,0,0,0,4,11400,2850,0,0,0,0,0,0,0,0,0,1,3425.2,1793,"F","1945-03-17","Usti nad Labem"
"4325",1498,"1997-02-07","weekly","Uherske Hradiste",1,NA,"1998-10-07",165780,2763,60,"current",FALSE,48000,12,116112,413,0,0,0,27,656241,24305.2222222222,42,7367,175.404761904762,0,0,0,11,330,30,48,588887,12268.4791666667,2,5526,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,12,0,0,0,1,2762.8,1816,"M","1951-07-24","Uherske Hradiste"
"4329",1638,"1996-11-12","weekly","Kutna Hora",2,NA,"1998-01-26",64224,2676,24,"current",FALSE,33600,30,92049,900,0,0,0,23,384167,16702.9130434783,26,5127,197.192307692308,15,146235,9749,15,450,30,20,186152,9307.6,11,29436,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6212.5,1985,"M","1937-12-13","Kutna Hora"
"4333",1772,"1995-02-20","weekly","Tachov",1,NA,"1996-03-13",202788,5633,36,"current",FALSE,62400,30,151677,1100,46,2409946,52390.1304347826,7,35300,5042.85714285714,46,12025,261.413043478261,42,503748,11994,41,1230,30,115,1689853,14694.3739130435,33,185889,5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8813.5,2148,"F","1953-07-20","Tachov"
"4334",1787,"1993-03-22","weekly","Sokolov",1,NA,"1993-07-05",96396,8033,12,"expired",TRUE,64700,0,136813,-568,0,0,0,90,2047725,22752.5,64,9674,151.15625,0,0,0,58,1740,30,133,1822502,13703.022556391,4,32132,8033,0,0,0,0,0,0,0,0,0,0,0,0,50,195100,3902,4,20,5,0,0,0,1,8033.2,2166,"F","1947-07-22","Sokolov"
"4337",1819,"1996-10-21","weekly","Brno - venkov",1,NA,"1998-01-11",143676,3991,36,"current",FALSE,51300,30,125319,700,0,0,0,40,835974,20899.35,26,5325,204.807692307692,18,17388,966,18,540,30,33,498095,15093.7878787879,12,47892,3991,18,148554,8253,19,23484,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3611.45,2205,"M","1952-12-12","Brno - venkov"
"4338",1862,"1995-04-15","weekly","Prachatice",1,NA,"1996-10-16",396120,6602,60,"current",FALSE,56700,30,120872,500,44,1901280,43210.9090909091,6,25000,4166.66666666667,44,10774,244.863636363636,0,0,0,39,1170,30,113,1679687,14864.4867256637,26,171652,6602,0,0,0,0,0,0,0,0,0,3,9000,3000,0,0,0,0,0,0,0,0,0,1,6601.7,2259,"F","1950-01-02","Prachatice"
"4345",1967,"1995-02-13","weekly","Plzen - mesto",1,NA,"1996-04-21",249312,5194,48,"current",FALSE,62300,30,145942,900,0,0,0,75,1847103,24628.04,46,7416,161.217391304348,35,495740,14164,38,1140,30,76,1163613,15310.6973684211,32,166208,5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9679,2392,"M","1955-05-21","Plzen - mesto"
"4347",1978,"1993-06-11","weekly","Hodonin",1,NA,"1994-12-04",205200,5700,36,"expired",FALSE,31200,30,105026,900,66,2445443,37052.1666666667,3,6400,2133.33333333333,66,13739,208.166666666667,62,434062,7001,61,1830,30,146,1368569,9373.7602739726,36,205200,5700,62,22072,356,62,365800,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4739.325,NA,"","",""
"4350",2051,"1995-11-08","weekly","Zlin",1,NA,"1997-04-22",293880,4898,60,"current",TRUE,62000,3,133188,-2805,0,0,0,61,1485653,24354.9672131148,34,7244,213.058823529412,0,0,0,31,930,30,77,1309913,17011.8571428571,16,78368,4898,0,0,0,0,0,0,0,0,0,2,11100,5550,0,0,0,3,50,16.6666666666667,0,0,0,1,4898.2,2489,"F","1975-01-28","Zlin"
"4357",2153,"1996-01-07","weekly","Tachov",1,NA,"1996-11-28",61560,5130,12,"expired",FALSE,40700,30,80325,200,36,1200306,33341.8333333333,1,200,200,36,5075,140.972222222222,32,55584,1737,31,930,30,63,624869,9918.55555555555,12,61560,5130,31,68913,2223,32,329696,10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4848.125,2606,"M","1943-01-04","Tachov"
"4360",2187,"1996-02-26","weekly","Nymburk",2,NA,"1997-11-04",53472,4456,12,"expired",FALSE,63600,30,172963,300,0,0,0,60,1553978,25899.6333333333,34,8508,250.235294117647,0,0,0,31,930,30,85,1399526,16465.0117647059,12,53472,4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4456,2647,"M","1940-03-26","Nymburk"
"4362",2227,"1994-05-22","weekly","Tachov",2,NA,"1995-12-12",92976,3874,24,"expired",FALSE,62800,30,151021,300,0,0,0,120,2746544,22887.8666666667,53,12013,226.660377358491,47,629142,13386,47,1410,30,128,1977065,15445.8203125,24,92976,3874,0,0,0,0,0,0,0,0,0,1,3000,3000,0,0,0,0,0,0,0,0,0,2,8629.85,2698,"F","1970-10-07","Tachov"
"4366",2279,"1996-10-30","weekly","Benesov",1,NA,"1998-06-01",314688,6556,48,"current",FALSE,39700,30,102148,600,26,1121133,43120.5,2,5300,2650,26,6019,231.5,0,0,0,21,630,30,63,987141,15668.9047619048,7,45892,6556,0,0,0,0,0,0,0,0,0,2,6600,3300,0,0,0,0,0,0,0,0,0,1,6556.3,2759,"M","1974-01-26","Benesov"
"4375",2720,"1997-06-16","weekly","Benesov",2,NA,"1998-04-27",93888,2608,36,"current",FALSE,59500,30,144694,200,0,0,0,44,1070481,24329.1136363636,19,4236,222.947368421053,17,105502,6206,16,480,30,46,792136,17220.347826087,8,20864,2608,0,0,0,17,80223,4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4511.06666666667,3284,"M","1936-07-02","Benesov"
"4376",2728,"1997-07-06","weekly","Usti nad Orlici",1,NA,"1998-06-15",156420,2607,60,"current",FALSE,33800,30,97017,400,0,0,0,24,549220,22884.1666666667,18,3852,214,13,145886,11222,13,390,30,33,338232,10249.4545454545,6,15642,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6914.5,3294,"M","1957-03-08","Usti nad Orlici"
"4378",2754,"1996-01-26","weekly","Hodonin",1,NA,"1997-05-04",335280,6985,48,"current",FALSE,54500,30,123335,500,35,1592656,45504.4571428571,1,500,500,35,5685,162.428571428571,30,86460,2882,30,900,30,58,1289507,22232.8793103448,20,139700,6985,0,0,0,30,6780,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3364.43333333333,3326,"F","1952-12-26","Hodonin"
"4389",3084,"1996-01-28","weekly","Kromeriz",1,NA,"1996-08-28",253512,7042,36,"current",TRUE,30200,1,111044,-4976,0,0,0,44,852257,19369.4772727273,35,3891,111.171428571429,0,0,0,30,900,30,34,349972,10293.2941176471,24,169008,7042,0,0,0,0,0,0,0,0,0,0,0,0,30,267000,8900,3,25,8.33333333333333,0,0,0,1,7042,3730,"F","1945-08-07","Kromeriz"
"4401",3390,"1996-12-22","weekly","Pribram",1,NA,"1998-03-11",40632,3386,12,"current",FALSE,20865,30,79348,1100,24,528140,22005.8333333333,2,3200,1600,24,4514,188.083333333333,20,17000,850,19,570,30,53,379698,7164.11320754717,10,33860,3386,20,2100,105,40,51280,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1380.9,4099,"F","1945-05-03","Pribram"
"4406",3448,"1996-06-06","weekly","Jihlava",2,NA,"1997-10-20",68664,2861,24,"current",FALSE,40900,30,115629,700,0,0,0,28,661397,23621.3214285714,31,5078,163.806451612903,0,0,0,26,780,30,46,601732,13081.1304347826,14,40054,2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2860.7,4169,"F","1980-02-19","Jihlava"
"4408",3608,"1994-08-30","weekly","Olomouc",1,NA,"1996-05-24",161496,4486,36,"current",FALSE,64900,30,113866,500,0,0,0,73,1312725,17982.5342465753,52,8838,169.961538461538,50,156200,3124,50,1500,30,96,985747,10268.1979166667,31,139066,4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3805,4352,"M","1971-07-24","Olomouc"
"4414",3754,"1996-02-19","weekly","Litomerice",2,NA,"1996-11-03",68544,2856,24,"expired",FALSE,34800,30,96559,900,34,1093760,32169.4117647059,4,6900,1725,34,6286,184.882352941176,29,115304,3976,29,870,30,68,754935,11101.9852941176,24,68544,2856,30,27390,913,60,62520,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1965.8,4529,"M","1976-09-16","Litomerice"
"4420",3942,"1996-05-10","weekly","Plzen - jih",1,NA,"1997-10-14",107352,2982,36,"current",FALSE,56600,30,153506,600,0,0,0,54,1242567,23010.5,32,6040,188.75,21,281988,13428,21,630,30,57,869757,15258.8947368421,14,41762,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8205.25,4754,"F","1939-12-28","Plzen - jih"
"4424",4052,"1997-01-25","weekly","Liberec",1,NA,"1997-12-28",106128,2948,36,"current",FALSE,50700,30,86533,900,23,474527,20631.6086956522,9,52000,5777.77777777778,23,3661,159.173913043478,0,0,0,18,540,30,52,457465,8797.40384615385,12,35376,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2948,4882,"M","1978-12-21","Liberec"
"4430",4413,"1994-01-15","weekly","Ostrava - mesto",2,NA,"1995-02-08",221280,4610,48,"current",FALSE,32300,30,106145,1100,59,2140928,36286.9152542373,1,1100,1100,59,9756,165.35593220339,54,421308,7802,54,1620,30,113,1488005,13168.185840708,47,216670,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6206,5318,"M","1968-03-28","Ostrava - mesto"
"4431",4462,"1995-12-27","weekly","Opava",1,NA,"1996-05-14",66480,2770,24,"expired",TRUE,87300,1,132047,-3073,0,0,0,49,978387,19967.0816326531,35,3925,112.142857142857,0,0,0,29,870,30,65,913282,14050.4923076923,16,44320,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,10.4,0,0,0,1,2770.3,5384,"M","1935-07-21","Opava"
"4432",4467,"1997-04-13","weekly","Pelhrimov",1,NA,"1998-08-03",86184,2394,36,"current",FALSE,27900,30,48831,300,21,330439,15735.1904761905,2,6300,3150,21,2687,127.952380952381,16,72896,4556,16,480,30,32,222854,6964.1875,5,11975,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3475.25,5389,"M","1968-08-31","Pelhrimov"
"4435",4969,"1996-08-19","weekly","Prostejov",1,NA,"1997-03-06",150180,2503,60,"current",FALSE,59800,30,144323,200,0,0,0,51,1444018,28314.0784313725,25,5668,226.72,22,182798,8309,21,630,30,48,1098756,22890.75,21,52563,2503,0,0,0,22,13420,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3807.26666666667,6001,"M","1937-05-01","Prostejov"
"4436",4994,"1996-01-11","weekly","Hl.m. Praha",1,NA,"1996-08-03",258444,7179,36,"current",FALSE,52200,30,113565,600,0,0,0,52,1058906,20363.5769230769,34,7625,224.264705882353,0,0,0,28,840,30,64,831951,12999.234375,28,201012,7179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7178.8,6033,"M","1966-05-27","Hl.m. Praha"
"4437",4995,"1994-08-01","weekly","Strakonice",1,NA,"1996-02-03",128988,3583,36,"current",TRUE,64900,0,140650,-36,0,0,0,71,1560753,21982.4366197183,53,8775,165.566037735849,0,0,0,43,1290,30,107,1407603,13155.1682242991,33,118239,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3583,6034,"M","1939-08-15","Strakonice"
"4438",5066,"1995-08-27","weekly","Rakovnik",1,NA,"1996-02-10",61656,2569,24,"expired",TRUE,59700,4,122985,-2177,0,0,0,47,1217566,25905.6595744681,38,6175,162.5,32,134592,4206,32,960,30,63,894003,14190.5238095238,22,56518,2569,33,4356,132,64,73632,1150.5,0,0,0,0,0,0,0,0,0,2,12,6,0,0,0,5,1841.56,6115,"F","1953-12-25","Rakovnik"
"4439",5133,"1996-12-08","weekly","Frydek - Mistek",1,NA,"1998-01-27",57060,4755,12,"current",FALSE,60500,30,125665,900,0,0,0,38,982182,25846.8947368421,25,5213,208.52,18,5148,286,18,540,30,50,770075,15401.5,11,52305,4755,18,70434,3913,18,7416,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2341.5,6196,"M","1943-03-09","Frydek - Mistek"
"4440",5196,"1997-06-29","weekly","Rakovnik",1,NA,"1997-12-28",79824,6652,12,"expired",FALSE,55100,30,130168,300,0,0,0,33,853284,25857.0909090909,18,3908,217.111111111111,15,118575,7905,15,450,30,37,641380,17334.5945945946,12,79836,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7278.75,6275,"M","1956-12-30","Rakovnik"
"4442",5362,"1996-09-06","weekly","Sumperk",2,NA,"1997-08-21",202848,4226,48,"current",FALSE,27300,30,82958,800,28,773419,27622.1071428571,6,19800,3300,28,3876,138.428571428571,24,153912,6413,23,690,30,44,364031,8273.43181818182,16,67616,4226,0,0,0,23,183126,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6200.43333333333,6473,"F","1940-09-30","Sumperk"
"4443",5385,"1993-05-21","weekly","Chrudim",1,NA,"1994-04-07",149340,2489,60,"current",FALSE,21221,30,63867,500,67,1090328,16273.552238806,20,92400,4620,67,8761,130.761194029851,63,551502,8754,62,1860,30,91,460026,5055.23076923077,57,141873,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5621.65,6499,"M","1963-02-01","Chrudim"
"4444",5574,"1994-07-14","weekly","Rakovnik",1,NA,"1996-04-10",44628,3719,12,"expired",FALSE,59000,30,133875,900,53,2743325,51760.8490566038,2,2400,1200,53,12746,240.490566037736,49,582022,11878,48,1440,30,165,2073159,12564.6,12,44628,3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7798.5,6731,"M","1943-11-26","Rakovnik"
"4445",5632,"1994-11-15","weekly","Kolin",2,NA,"1995-07-25",285600,4760,60,"current",FALSE,59000,30,144826,1100,0,0,0,87,2267149,26059.183908046,49,10553,215.367346938776,0,0,0,47,1410,30,102,2032723,19928.6568627451,41,195160,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4760,6803,"F","1980-12-07","Kolin"
"4447",6034,"1993-03-19","weekly","Kutna Hora",1,NA,"1993-12-01",464520,7742,60,"expired",TRUE,53300,10,132074,-5541,0,0,0,105,2257004,21495.2761904762,69,9298,134.753623188406,0,0,0,64,1920,30,152,1828833,12031.7960526316,48,371616,7742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,16,0,0,0,1,7741.8,NA,"","",""
"4448",6083,"1996-09-19","weekly","Kutna Hora",1,NA,"1997-09-28",360864,7518,48,"current",TRUE,64000,17,138401,-18391,0,0,0,49,1245666,25421.7551020408,45,7169,159.311111111111,0,0,0,23,690,30,56,917120,16377.1428571429,12,90216,7518,0,0,0,0,0,0,0,0,0,0,0,0,23,238900,10386.9565217391,12,855,71.25,0,0,0,1,7518,7348,"F","1977-10-26","Kutna Hora"
"4449",6118,"1994-03-07","weekly","Hl.m. Praha",1,NA,"1995-01-08",270648,7518,36,"expired",TRUE,52700,4,134501,-5141,0,0,0,74,1518917,20525.9054054054,114,16554,145.210526315789,0,0,0,54,1620,30,70,932667,13323.8142857143,33,248094,7518,0,0,0,0,0,0,0,0,0,0,0,0,54,314900,5831.48148148148,9,169,18.7777777777778,0,0,0,1,7518,7390,"M","1937-11-04","Hl.m. Praha"
"4450",6226,"1993-07-26","weekly","Ostrava - mesto",1,NA,"1994-12-20",398640,6644,60,"current",FALSE,58800,30,151864,400,65,2810271,43234.9384615385,12,109900,9158.33333333333,65,16956,260.861538461538,0,0,0,60,1800,30,151,2521552,16699.0198675497,48,318912,6644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6643.7,7521,"F","1960-02-09","Ostrava - mesto"
